"Timestamp" "Value"
0,000000 2,19975209236145
0,000020 2,206711769104004
0,000040 2,204125165939331
0,000060 2,2017476558685303
0,000080 2,199279308319092
0,000100 2,1996209621429443
0,000120 2,1954596042633057
0,000140 2,2059476375579834
0,000160 2,203937530517578
0,000180 2,2025933265686035
0,000200 2,2000832557678223
0,000220 2,2000396251678467
0,000240 2,193402051925659
0,000260 2,2017242908477783
0,000280 2,2016561031341553
0,000300 2,199868679046631
0,000320 2,2000341415405273
0,000340 2,1992404460906982
0,000360 2,196514844894409
0,000380 2,198685646057129
0,000400 2,2041053771972656
0,000420 2,2012484073638916
0,000440 2,1988697052001953
0,000460 2,1968517303466797
0,000480 2,195425510406494
0,000500 2,1937763690948486
0,000520 2,202437400817871
0,000540 2,2004387378692627
0,000560 2,1989078521728516
0,000580 2,198045015335083
0,000600 2,1976795196533203
0,000620 2,19316029548645
0,000640 2,2021114826202393
0,000660 2,2006213665008545
0,000680 2,1984307765960693
0,000700 2,1980481147766113
0,000720 2,19732928276062
0,000740 2,1928460597991943
0,000760 2,200800657272339
0,000780 2,2008979320526123
0,000800 2,199648857116699
0,000820 2,198945999145508
0,000840 2,1984686851501465
0,000860 2,194714069366455
0,000880 2,1974356174468994
0,000900 2,2016775608062744
0,000920 2,201077461242676
0,000940 2,1990866661071777
0,000960 2,198899030685425
0,000980 2,1965882778167725
0,001000 2,195704460144043
0,001020 2,202888250350952
0,001040 2,2012763023376465
0,001060 2,1989493370056152
0,001080 2,1980063915252686
0,001100 2,197509765625
0,001120 2,1931304931640625
0,001140 2,2029433250427246
0,001160 2,201324462890625
0,001180 2,2004334926605225
0,001200 2,1983163356781006
0,001220 2,198835849761963
0,001240 2,193901777267456
0,001260 2,2029848098754883
0,001280 2,2031869888305664
0,001300 2,2016360759735107
0,001320 2,1985151767730713
0,001340 2,1966381072998047
0,001360 2,1935863494873047
0,001380 2,19755220413208
0,001400 2,2007246017456055
0,001420 2,198652982711792
0,001440 2,198828935623169
0,001460 2,198188066482544
0,001480 2,1960906982421875
0,001500 2,1930601596832275
0,001520 2,202650785446167
0,001540 2,199991226196289
0,001560 2,1993157863616943
0,001580 2,1969566345214844
0,001600 2,1966347694396973
0,001620 2,191939115524292
0,001640 2,202082395553589
0,001660 2,2000551223754883
0,001680 2,1996028423309326
0,001700 2,1979126930236816
0,001720 2,197765588760376
0,001740 2,192866086959839
0,001760 2,2017831802368164
0,001780 2,2014381885528564
0,001800 2,199254035949707
0,001820 2,1985864639282227
0,001840 2,198143720626831
0,001860 2,195742607116699
0,001880 2,1994731426239014
0,001900 2,2038991451263428
0,001920 2,201406240463257
0,001940 2,200976610183716
0,001960 2,198209285736084
0,001980 2,1966960430145264
0,002000 2,1947813034057617
0,002020 2,2037837505340576
0,002040 2,2015862464904785
0,002060 2,1999549865722656
0,002080 2,1984760761260986
0,002100 2,19745135307312
0,002120 2,1936399936676025
0,002140 2,2022454738616943
0,002160 2,20158314704895
0,002180 2,1994123458862305
0,002200 2,198180675506592
0,002220 2,196648597717285
