"Timestamp" "Value"
0,000000 2,3425562381744385
0,000020 2,3539228439331055
0,000040 2,3508660793304443
0,000060 2,3481247425079346
0,000080 2,3454251289367676
0,000100 2,3442509174346924
0,000120 2,3418357372283936
0,000140 2,3570098876953125
0,000160 2,3527185916900635
0,000180 2,3481760025024414
0,000200 2,3471643924713135
0,000220 2,3451907634735107
0,000240 2,3393356800079346
0,000260 2,3552908897399902
0,000280 2,3984625339508057
0,000300 2,577727794647217
0,000320 2,722341537475586
0,000340 2,8456737995147705
0,000360 2,9267520904541016
0,000380 2,847595453262329
0,000400 2,705681085586548
0,000420 2,6013996601104736
0,000440 2,526399850845337
0,000460 2,475266218185425
0,000480 2,4382660388946533
0,000500 2,414137125015259
0,000520 2,4069416522979736
0,000540 2,3898491859436035
0,000560 2,3764607906341553
0,000580 2,3665261268615723
0,000600 2,3599913120269775
0,000620 2,356635332107544
0,000640 2,380246639251709
0,000660 2,371297836303711
0,000680 2,364738702774048
0,000700 2,3601720333099365
0,000720 2,3563756942749023
0,000740 2,346066951751709
0,000760 2,3590641021728516
0,000780 2,3570756912231445
0,000800 2,353142738342285
0,000820 2,348369836807251
0,000840 2,3480162620544434
0,000860 2,3429617881774902
0,000880 2,348658561706543
0,000900 2,3520989418029785
0,000920 2,348548412322998
0,000940 2,345618724822998
0,000960 2,345156192779541
0,000980 2,342320442199707
0,001000 2,3426363468170166
0,001020 2,3534958362579346
0,001040 2,359015703201294
0,001060 2,3649814128875732
0,001080 2,3571393489837646
0,001100 2,351797580718994
0,001120 2,348073959350586
0,001140 2,3637242317199707
0,001160 2,358386754989624
0,001180 2,352980136871338
0,001200 2,3475887775421143
0,001220 2,346592426300049
0,001240 2,3410844802856445
0,001260 2,3546698093414307
0,001280 2,352910041809082
0,001300 2,3489990234375
0,001320 2,3464465141296387
0,001340 2,51096773147583
0,001360 2,84549617767334
0,001380 2,840804100036621
0,001400 2,7035741806030273
0,001420 2,5966222286224365
0,001440 2,5213613510131836
0,001460 2,4701571464538574
0,001480 2,4324283599853516
0,001500 2,4132614135742188
0,001520 2,411345958709717
0,001540 2,391364574432373
0,001560 2,3783950805664062
0,001580 2,3672266006469727
0,001600 2,3595046997070312
0,001620 2,353012800216675
0,001640 2,3650715351104736
0,001660 2,3594958782196045
0,001680 2,353569746017456
0,001700 2,350538730621338
0,001720 2,348541259765625
0,001740 2,3445582389831543
0,001760 2,368222951889038
0,001780 2,36338472366333
0,001800 2,3574650287628174
0,001820 2,3518381118774414
0,001840 2,348860740661621
0,001860 2,342796564102173
0,001880 2,3481943607330322
0,001900 2,351525068283081
0,001920 2,3502824306488037
0,001940 2,3474485874176025
0,001960 2,3473258018493652
0,001980 2,344970941543579
0,002000 2,3463189601898193
0,002020 2,3575892448425293
0,002040 2,353510856628418
0,002060 2,3497772216796875
0,002080 2,347268581390381
0,002100 2,3455774784088135
0,002120 2,341146469116211
0,002140 2,35680890083313
0,002160 2,353440046310425
0,002180 2,351083993911743
0,002200 2,3474836349487305
0,002220 2,347929000854492
0,002240 2,3422296047210693
0,002260 2,357489585876465
0,002280 2,3551485538482666
0,002300 2,3515453338623047
0,002320 2,3478152751922607
0,002340 2,3462679386138916
0,002360 2,3412554264068604
0,002380 2,347501754760742
0,002400 2,3519160747528076
0,002420 2,349682569503784
0,002440 2,3464059829711914
0,002460 2,345395565032959
0,002480 2,343196392059326
0,002500 2,345526695251465
0,002520 2,354729652404785
0,002540 2,3497214317321777
0,002560 2,347377300262451
0,002580 2,345125436782837
0,002600 2,3445043563842773
0,002620 2,3407890796661377
0,002640 2,3575000762939453
0,002660 2,353900194168091
0,002680 2,3511159420013428
0,002700 2,3480474948883057
0,002720 2,3462412357330322
0,002740 2,3402743339538574
0,002760 2,354220390319824
0,002780 2,3533341884613037
0,002800 2,3498775959014893
